N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
24	1.365116667	0.015830141	-237.5179167	9.26	0.104553188	0	linear	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
15	1.344398667	0.023211324	-235.922	NA	NA	1.67E-01	NA	NA	NA	NA	NA
16	1.2971125	0.017083619	-230.87	NA	NA	6.95E-01	NA	NA	NA	NA	NA
18	1.285922222	0.025242748	-227.9244444	NA	NA	1.00E+00	NA	NA	NA	NA	NA
18	1.281027778	0.027555332	-226.4872222	NA	NA	1.15E+00	NA	NA	NA	NA	NA
19	1.302468421	0.022654943	-224.8857895	NA	NA	1.32E+00	NA	NA	NA	NA	NA
15	1.133107333	0.010820008	-213.2573333	NA	NA	2.54E+00	NA	NA	NA	NA	NA
17	1.244464706	0.011636936	-211.6329412	NA	NA	2.71E+00	NA	NA	NA	NA	NA
12	1.215383333	0.006063665	-208.6025	NA	NA	3.02E+00	NA	NA	NA	NA	NA
12	1.2906	0.009003618	-207.1841667	NA	NA	3.17E+00	NA	NA	NA	NA	NA
15	1.248406667	0.018762641	-202.6046667	NA	NA	3.65E+00	NA	NA	NA	NA	NA
19	1.247294737	0.023621102	-201.2331579	NA	NA	3.79E+00	NA	NA	NA	NA	NA
16	1.2511375	0.015413529	-199.629375	NA	NA	3.96E+00	NA	NA	NA	NA	NA
13	1.212946154	0.010320393	-197.22	NA	NA	4.21E+00	NA	NA	NA	NA	NA
16	1.16004125	0.032149933	-195.64375	NA	NA	4.38E+00	NA	NA	NA	NA	NA
18	1.135674444	0.014321343	-194.2372222	NA	NA	4.53E+00	NA	NA	NA	NA	NA
19	1.08091	0.011894771	-192.6915789	NA	NA	4.69E+00	NA	NA	NA	NA	NA
21	1.091405238	0.022406563	-190.2685714	NA	NA	4.94E+00	NA	NA	NA	NA	NA
19	1.14297	0.018385486	-188.3226316	NA	NA	5.14E+00	NA	NA	NA	NA	NA
16	1.178275	0.008886791	-180.3625	NA	NA	5.98E+00	NA	NA	NA	NA	NA
17	1.145111765	0.0187764	-177.6688235	NA	NA	6.26E+00	NA	NA	NA	NA	NA
19	1.128838947	0.013060854	-173.4394737	NA	NA	6.70E+00	NA	NA	NA	NA	NA
14	1.165830714	0.033029291	-169.9078571	NA	NA	7.07E+00	NA	NA	NA	NA	NA
18	1.153264444	0.02322654	-166.2066667	NA	NA	7.46E+00	NA	NA	NA	NA	NA
17	1.190847647	0.017973048	-163.2005882	NA	NA	7.77E+00	NA	NA	NA	NA	NA
17	1.158652353	0.017333438	-160.2435294	NA	NA	8.08E+00	NA	NA	NA	NA	NA
13	1.204684615	0.006519801	-156.4723077	NA	NA	8.47E+00	NA	NA	NA	NA	NA
19	1.199978947	0.014774167	-151.8342105	NA	NA	8.96E+00	NA	NA	NA	NA	NA
18	1.260238889	0.016157134	-148.9505556	NA	NA	9.26E+00	NA	NA	NA	NA	NA
