N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
6	0.19268	0.000699604	-151.1266667	7.08	0.155975766	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
8	0.1757	0.000452008	-146.6475	NA	NA	0.698641459	NA	NA	NA	NA	NA
10	0.165824	0.000628726	-144.734	NA	NA	0.997101088	NA	NA	NA	NA	NA
6	0.15492	0.000185988	-143.1433333	NA	NA	1.245206545	NA	NA	NA	NA	NA
12	0.17228	0.000268432	-141.6175	NA	NA	1.483199564	NA	NA	NA	NA	NA
10	0.15332	0.000657923	-138.694	NA	NA	1.939194716	NA	NA	NA	NA	NA
13	0.176738462	0.000407256	-135.6938462	NA	NA	2.407146005	NA	NA	NA	NA	NA
12	0.16086	0.000496475	-132.7225	NA	NA	2.870604005	NA	NA	NA	NA	NA
9	0.170693333	0.000391139	-129.6233333	NA	NA	3.353998906	NA	NA	NA	NA	NA
13	0.156670769	0.000449411	-126.6369231	NA	NA	3.819806526	NA	NA	NA	NA	NA
6	0.16644	0.000783761	-123.6983333	NA	NA	4.278155322	NA	NA	NA	NA	NA
10	0.155864	0.000304351	-120.704	NA	NA	4.745198753	NA	NA	NA	NA	NA
18	0.160973333	0.000559155	-117.6044444	NA	NA	5.228654313	NA	NA	NA	NA	NA
14	0.147422857	0.001839208	-114.6471429	NA	NA	5.689921681	NA	NA	NA	NA	NA
12	0.15988	0.000592577	-111.6875	NA	NA	6.151554251	NA	NA	NA	NA	NA
14	0.135988571	0.000800121	-108.7	NA	NA	6.617531853	NA	NA	NA	NA	NA
12	0.14406	0.000721754	-105.735	NA	NA	7.08	NA	NA	NA	NA	NA
