N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
6	0.335226667	0.003041067	-237.445	9.26	0.104310849	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
11	0.356968182	0.003398205	-235.8036364	NA	NA	1.71E-01	NA	NA	NA	NA	NA
14	0.330615	0.002987364	-230.65	NA	NA	7.09E-01	NA	NA	NA	NA	NA
13	0.351045385	0.005737732	-227.6292308	NA	NA	1.02E+00	NA	NA	NA	NA	NA
9	0.347261111	0.001972291	-226.2355556	NA	NA	1.17E+00	NA	NA	NA	NA	NA
15	0.328206667	0.005611386	-224.6146667	NA	NA	1.34E+00	NA	NA	NA	NA	NA
10	0.304286	0.002197187	-212.869	NA	NA	2.56E+00	NA	NA	NA	NA	NA
11	0.299552727	0.004140657	-211.2681818	NA	NA	2.73E+00	NA	NA	NA	NA	NA
12	0.316151667	0.00358577	-208.2458333	NA	NA	3.05E+00	NA	NA	NA	NA	NA
9	0.310562222	0.007065383	-206.87	NA	NA	3.19E+00	NA	NA	NA	NA	NA
13	0.313936923	0.003121286	-202.2738462	NA	NA	3.67E+00	NA	NA	NA	NA	NA
11	0.292324545	0.001754409	-200.8563636	NA	NA	3.82E+00	NA	NA	NA	NA	NA
13	0.288214615	0.002179867	-199.31	NA	NA	3.98E+00	NA	NA	NA	NA	NA
15	0.315575333	0.002211002	-196.844	NA	NA	4.24E+00	NA	NA	NA	NA	NA
11	0.323826364	0.001078168	-195.44	NA	NA	4.38E+00	NA	NA	NA	NA	NA
14	0.290758571	0.001725843	-193.8828571	NA	NA	4.54E+00	NA	NA	NA	NA	NA
16	0.29469125	0.00352197	-192.524375	NA	NA	4.69E+00	NA	NA	NA	NA	NA
14	0.321736429	0.00326998	-190.08	NA	NA	4.94E+00	NA	NA	NA	NA	NA
15	0.299576667	0.002635771	-187.9526667	NA	NA	5.16E+00	NA	NA	NA	NA	NA
10	0.307073	0.00328369	-180.172	NA	NA	5.97E+00	NA	NA	NA	NA	NA
12	0.297365833	0.002799387	-177.345	NA	NA	6.27E+00	NA	NA	NA	NA	NA
11	0.29948	0.006526081	-173.1063636	NA	NA	6.71E+00	NA	NA	NA	NA	NA
7	0.310558571	0.000912032	-169.74	NA	NA	7.06E+00	NA	NA	NA	NA	NA
18	0.327307222	0.005097332	-166.0566667	NA	NA	7.45E+00	NA	NA	NA	NA	NA
15	0.315730667	0.005484178	-163.0486667	NA	NA	7.76E+00	NA	NA	NA	NA	NA
14	0.295143571	0.00685221	-160.0242857	NA	NA	8.08E+00	NA	NA	NA	NA	NA
11	0.272617273	0.00352178	-156.37	NA	NA	8.46E+00	NA	NA	NA	NA	NA
12	0.285820833	0.003168786	-151.7291667	NA	NA	8.94E+00	NA	NA	NA	NA	NA
16	0.2982025	0.0034461	-148.671875	NA	NA	9.26E+00	NA	NA	NA	NA	NA
