N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
13	0.319594615	0.001793195	-237.2684615	9.26	0.104519705	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
10	0.331255	0.00171019	-235.83	NA	NA	1.50E-01	NA	NA	NA	NA	NA
12	0.41434	0.00194476	-230.8241667	NA	NA	6.74E-01	NA	NA	NA	NA	NA
11	0.428469091	0.00119694	-227.8136364	NA	NA	9.88E-01	NA	NA	NA	NA	NA
11	0.427934545	0.001531102	-226.4027273	NA	NA	1.14E+00	NA	NA	NA	NA	NA
12	0.423893333	0.001376793	-224.8108333	NA	NA	1.30E+00	NA	NA	NA	NA	NA
10	0.440599	0.001335858	-212.988	NA	NA	2.54E+00	NA	NA	NA	NA	NA
12	0.449953333	0.001627794	-211.42	NA	NA	2.70E+00	NA	NA	NA	NA	NA
15	0.406621333	0.002385447	-208.3513333	NA	NA	3.02E+00	NA	NA	NA	NA	NA
8	0.41427125	0.000600455	-206.95625	NA	NA	3.17E+00	NA	NA	NA	NA	NA
11	0.440975455	0.002073199	-202.3463636	NA	NA	3.65E+00	NA	NA	NA	NA	NA
11	0.458001818	0.001304934	-200.9563636	NA	NA	3.80E+00	NA	NA	NA	NA	NA
12	0.4241075	0.002678825	-199.305	NA	NA	3.97E+00	NA	NA	NA	NA	NA
13	0.437442308	0.002319059	-196.8984615	NA	NA	4.22E+00	NA	NA	NA	NA	NA
15	0.429389333	0.00209116	-195.4733333	NA	NA	4.37E+00	NA	NA	NA	NA	NA
13	0.448880769	0.001629872	-193.8784615	NA	NA	4.54E+00	NA	NA	NA	NA	NA
13	0.441723846	0.001804144	-192.4930769	NA	NA	4.68E+00	NA	NA	NA	NA	NA
13	0.4681	0.001701145	-190.0538462	NA	NA	4.93E+00	NA	NA	NA	NA	NA
14	0.445632857	0.00368967	-187.9014286	NA	NA	5.16E+00	NA	NA	NA	NA	NA
9	0.469268889	0.000727453	-180.1911111	NA	NA	5.97E+00	NA	NA	NA	NA	NA
9	0.447656667	0.000956108	-177.3377778	NA	NA	6.26E+00	NA	NA	NA	NA	NA
10	0.436053	0.001004498	-173.125	NA	NA	6.70E+00	NA	NA	NA	NA	NA
9	0.423457778	0.004624498	-169.7344444	NA	NA	7.06E+00	NA	NA	NA	NA	NA
11	0.447360909	0.002044981	-166.02	NA	NA	7.45E+00	NA	NA	NA	NA	NA
14	0.433562857	0.0023512	-163.0071429	NA	NA	7.76E+00	NA	NA	NA	NA	NA
13	0.445468462	0.002531352	-159.9938462	NA	NA	8.08E+00	NA	NA	NA	NA	NA
11	0.45531	0.001881545	-156.3436364	NA	NA	8.46E+00	NA	NA	NA	NA	NA
12	0.471843333	0.001968	-151.7575	NA	NA	8.94E+00	NA	NA	NA	NA	NA
11	0.467175455	0.00183999	-148.6727273	NA	NA	9.26E+00	NA	NA	NA	NA	NA
