N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
8	0.3846775	0.000943975	-146.6725	6.31	0.153760362	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
14	0.387151429	0.001911843	-144.7171429	NA	NA	0.300656416	NA	NA	NA	NA	NA
6	0.368938333	0.00175685	-143.205	NA	NA	0.533164056	NA	NA	NA	NA	NA
15	0.362856	0.001714447	-141.6486667	NA	NA	0.772466428	NA	NA	NA	NA	NA
15	0.403231333	0.003987717	-138.7066667	NA	NA	1.224829413	NA	NA	NA	NA	NA
11	0.361105455	0.001645622	-135.7072727	NA	NA	1.686017321	NA	NA	NA	NA	NA
9	0.416934444	0.002990852	-132.7355556	NA	NA	2.142949619	NA	NA	NA	NA	NA
12	0.3720475	0.002591988	-129.5991667	NA	NA	2.625201912	NA	NA	NA	NA	NA
12	0.363163333	0.002321146	-126.6316667	NA	NA	3.081485787	NA	NA	NA	NA	NA
6	0.37164	0.004402322	-123.675	NA	NA	3.53610393	NA	NA	NA	NA	NA
13	0.354590769	0.003531176	-120.7053846	NA	NA	3.992713069	NA	NA	NA	NA	NA
16	0.368744375	0.002782208	-117.5825	NA	NA	4.472888936	NA	NA	NA	NA	NA
12	0.374501667	0.003936693	-114.5941667	NA	NA	4.932376147	NA	NA	NA	NA	NA
12	0.370065	0.002647718	-111.6133333	NA	NA	5.39071017	NA	NA	NA	NA	NA
17	0.396046471	0.005347955	-108.6123529	NA	NA	5.852142003	NA	NA	NA	NA	NA
13	0.327739231	0.002113448	-105.6346154	NA	NA	6.31	NA	NA	NA	NA	NA
