N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
8	0.11584825	0.000585583	-146.38375	6.31	0.153596183	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
13	0.134355	0.000992863	-144.43	NA	NA	0.300088543	NA	NA	NA	NA	NA
14	0.143451071	0.000933242	-143.0678571	NA	NA	0.509308493	NA	NA	NA	NA	NA
13	0.148574385	0.001249607	-141.4853846	NA	NA	0.752370229	NA	NA	NA	NA	NA
14	0.139960714	0.000461373	-138.59	NA	NA	1.197090253	NA	NA	NA	NA	NA
13	0.134277692	0.000402009	-135.4730769	NA	NA	1.675837745	NA	NA	NA	NA	NA
10	0.1427578	0.001618521	-132.505	NA	NA	2.131723028	NA	NA	NA	NA	NA
16	0.147967063	0.001200275	-129.549375	NA	NA	2.585695747	NA	NA	NA	NA	NA
12	0.1783275	0.001317218	-126.3783333	NA	NA	3.072755649	NA	NA	NA	NA	NA
7	0.17787	0.000377884	-123.3828571	NA	NA	3.53284936	NA	NA	NA	NA	NA
10	0.17052	0.000468928	-120.414	NA	NA	3.988854479	NA	NA	NA	NA	NA
6	0.142626667	0.000250136	-117.2833333	NA	NA	4.469712935	NA	NA	NA	NA	NA
10	0.168746	0.001665218	-114.366	NA	NA	4.917804195	NA	NA	NA	NA	NA
7	0.151445714	0.000533205	-111.3814286	NA	NA	5.376222971	NA	NA	NA	NA	NA
9	0.149041333	0.001654415	-108.3788889	NA	NA	5.837401609	NA	NA	NA	NA	NA
10	0.1766778	0.001399481	-105.302	NA	NA	6.31	NA	NA	NA	NA	NA
