	N	mm	vv	age	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
1	1	-0.511322351	0.006549748	3.85	3.51	NA	3.85	linear	10	yes	bryozoa	M_nsp09
2	3	-0.401077909	0.002183249	5	NA	NA	5	NA	NA	NA	NA	NA
3	1	-0.375894819	0.006549748	5.1	NA	NA	5.1	NA	NA	NA	NA	NA
4	1	-0.419062159	0.006549748	5.15	NA	NA	5.15	NA	NA	NA	NA	NA
5	1	-0.37071218	0.006549748	5.35	NA	NA	5.35	NA	NA	NA	NA	NA
6	3	-0.492599119	0.002183249	5.4	NA	NA	5.4	NA	NA	NA	NA	NA
7	2	-0.428971818	0.003274874	5.55	NA	NA	5.55	NA	NA	NA	NA	NA
8	4	-0.47600173	0.001637437	5.6	NA	NA	5.6	NA	NA	NA	NA	NA
9	4	-0.384548598	0.001637437	5.65	NA	NA	5.65	NA	NA	NA	NA	NA
10	1	-0.437948448	0.006549748	5.75	NA	NA	5.75	NA	NA	NA	NA	NA
11	1	-0.269654866	0.006549748	5.9	NA	NA	5.9	NA	NA	NA	NA	NA
12	3	-0.522900937	0.002183249	6.45	NA	NA	6.45	NA	NA	NA	NA	NA
13	1	-0.415515444	0.006549748	6.5	NA	NA	6.5	NA	NA	NA	NA	NA
14	1	-0.379002876	0.006549748	7.35	NA	NA	7.35	NA	NA	NA	NA	NA
15	2	-0.475453302	0.003274874	7.36	NA	NA	7.36	NA	NA	NA	NA	NA
