N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
7	0.110560625	0.000955713	-151.21625	7.08	0.155376152	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
8	0.127553125	0.001104557	-146.72875	NA	NA	6.97E-01	NA	NA	NA	NA	NA
15	0.122367	0.000837937	-144.792	NA	NA	9.98E-01	NA	NA	NA	NA	NA
6	0.1249875	0.000739421	-143.2416667	NA	NA	1.24E+00	NA	NA	NA	NA	NA
18	0.149415056	0.001274462	-141.6677778	NA	NA	1.48E+00	NA	NA	NA	NA	NA
13	0.116101923	0.000770291	-138.7107692	NA	NA	1.94E+00	NA	NA	NA	NA	NA
14	0.131605571	0.001311405	-135.7414286	NA	NA	2.40E+00	NA	NA	NA	NA	NA
12	0.12827375	0.000541454	-132.7441667	NA	NA	2.87E+00	NA	NA	NA	NA	NA
10	0.161594	0.000805806	-129.65	NA	NA	3.35E+00	NA	NA	NA	NA	NA
13	0.17684	0.001046038	-126.6992308	NA	NA	3.81E+00	NA	NA	NA	NA	NA
13	0.184448846	0.001917777	-120.7361538	NA	NA	4.74E+00	NA	NA	NA	NA	NA
15	0.154887333	0.00130755	-117.5986667	NA	NA	5.22E+00	NA	NA	NA	NA	NA
11	0.162514545	0.000810609	-114.6509091	NA	NA	5.68E+00	NA	NA	NA	NA	NA
10	0.1568049	0.001672487	-111.643	NA	NA	6.15E+00	NA	NA	NA	NA	NA
14	0.147674067	0.002100006	-108.646	NA	NA	6.61E+00	NA	NA	NA	NA	NA
17	0.219304706	0.001217755	-105.6494118	NA	NA	7.08E+00	NA	NA	NA	NA	NA
