N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
9	37.68922222	63.84157944	-237.4144444	9.26	0.104287761	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
8	41.9885	136.1939363	-235.95125	NA	NA	1.53E-01	NA	NA	NA	NA	NA
14	50.78071429	257.4870968	-230.8885714	NA	NA	6.81E-01	NA	NA	NA	NA	NA
13	49.08223077	160.7025037	-227.8715385	NA	NA	9.95E-01	NA	NA	NA	NA	NA
21	84.65657143	563.0222431	-226.2442857	NA	NA	1.16E+00	NA	NA	NA	NA	NA
19	72.11547368	316.4738624	-224.8278947	NA	NA	1.31E+00	NA	NA	NA	NA	NA
18	77.66733333	455.7266782	-212.9016667	NA	NA	2.56E+00	NA	NA	NA	NA	NA
17	56.83282353	292.61071	-211.4911765	NA	NA	2.70E+00	NA	NA	NA	NA	NA
20	55.31565	535.4343728	-208.4775	NA	NA	3.02E+00	NA	NA	NA	NA	NA
10	51.4085	174.8109841	-206.812	NA	NA	3.19E+00	NA	NA	NA	NA	NA
21	64.80814286	900.1225749	-202.4709524	NA	NA	3.64E+00	NA	NA	NA	NA	NA
21	74.6512381	559.252117	-200.8828571	NA	NA	3.81E+00	NA	NA	NA	NA	NA
16	59.147875	824.0726207	-199.466875	NA	NA	3.96E+00	NA	NA	NA	NA	NA
17	47.27611765	737.309169	-196.87	NA	NA	4.23E+00	NA	NA	NA	NA	NA
16	46.330875	747.6711275	-195.41875	NA	NA	4.38E+00	NA	NA	NA	NA	NA
22	66.35118182	1678.252506	-193.8554545	NA	NA	4.54E+00	NA	NA	NA	NA	NA
19	64.08005263	1408.057146	-192.4836842	NA	NA	4.69E+00	NA	NA	NA	NA	NA
22	57.31922727	720.2010177	-190.0109091	NA	NA	4.94E+00	NA	NA	NA	NA	NA
20	60.7681	1180.799753	-187.9015	NA	NA	5.16E+00	NA	NA	NA	NA	NA
15	63.545	376.15239	-180.15	NA	NA	5.97E+00	NA	NA	NA	NA	NA
19	63.04036842	518.2617944	-177.2973684	NA	NA	6.27E+00	NA	NA	NA	NA	NA
19	57.49605263	900.6082751	-173.0873684	NA	NA	6.71E+00	NA	NA	NA	NA	NA
16	60.49970588	445.241927	-169.5852941	NA	NA	7.07E+00	NA	NA	NA	NA	NA
22	63.60427273	853.7784822	-166.0872727	NA	NA	7.44E+00	NA	NA	NA	NA	NA
24	84.03495833	830.4279944	-162.9145833	NA	NA	7.77E+00	NA	NA	NA	NA	NA
23	71.55286957	620.5682058	-159.9156522	NA	NA	8.08E+00	NA	NA	NA	NA	NA
19	67.61647368	548.0763676	-156.1505263	NA	NA	8.47E+00	NA	NA	NA	NA	NA
15	76.99206667	576.1841758	-151.6806667	NA	NA	8.94E+00	NA	NA	NA	NA	NA
18	80.11788889	284.6193332	-148.6216667	NA	NA	9.26E+00	NA	NA	NA	NA	NA
