N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
7	0.354557143	0.005330038	-150.8971429	7.08	0.156523936	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
6	0.291971667	0.000796645	-146.45	NA	NA	0.69608431	NA	NA	NA	NA	NA
13	0.312168462	0.001430528	-144.5076923	NA	NA	1.000101956	NA	NA	NA	NA	NA
6	0.33911	0.002392198	-142.9683333	NA	NA	1.241048485	NA	NA	NA	NA	NA
16	0.299004375	0.001315918	-141.576875	NA	NA	1.458845015	NA	NA	NA	NA	NA
13	0.320793077	0.00217318	-138.6253846	NA	NA	1.920823909	NA	NA	NA	NA	NA
13	0.335402308	0.003343027	-135.5361538	NA	NA	2.404362473	NA	NA	NA	NA	NA
10	0.28371	0.002052356	-132.61	NA	NA	2.862375583	NA	NA	NA	NA	NA
10	0.302144	0.002546841	-129.629	NA	NA	3.328973436	NA	NA	NA	NA	NA
13	0.298181538	0.002473651	-126.68	NA	NA	3.790562523	NA	NA	NA	NA	NA
8	0.30399375	0.001132696	-120.6575	NA	NA	4.733227927	NA	NA	NA	NA	NA
12	0.305364167	0.002479402	-117.6675	NA	NA	5.201234495	NA	NA	NA	NA	NA
11	0.312931818	0.001917307	-114.7390909	NA	NA	5.659600613	NA	NA	NA	NA	NA
11	0.324145455	0.00194758	-111.6463636	NA	NA	6.143686463	NA	NA	NA	NA	NA
14	0.329244286	0.002946296	-108.6657143	NA	NA	6.610229423	NA	NA	NA	NA	NA
9	0.294061111	0.00449612	-105.6644444	NA	NA	7.08	NA	NA	NA	NA	NA
