N	mm	vv	level	interval.length.MY	MY.per.meter	age.in.MY	dimension	generation.time	log	taxa	species
16	0.841985	0.007852943	-237.12375	9.26	0.104744318	0	area	1	no	coccolith	Chiasmolithus_bidens_and_unclassified_forms
15	0.767287333	0.019221978	-235.7106667	NA	NA	1.48E-01	NA	NA	NA	NA	NA
16	0.771805	0.025582641	-230.611875	NA	NA	6.82E-01	NA	NA	NA	NA	NA
14	0.813878571	0.008233274	-227.61	NA	NA	9.97E-01	NA	NA	NA	NA	NA
21	0.810046667	0.016150854	-226.2238095	NA	NA	1.14E+00	NA	NA	NA	NA	NA
13	0.79363	0.022440369	-224.6461538	NA	NA	1.31E+00	NA	NA	NA	NA	NA
16	0.68163	0.020874763	-212.984375	NA	NA	2.53E+00	NA	NA	NA	NA	NA
17	0.714097647	0.020149334	-211.4047059	NA	NA	2.69E+00	NA	NA	NA	NA	NA
17	0.637907059	0.022413642	-208.4841176	NA	NA	3.00E+00	NA	NA	NA	NA	NA
12	0.719968333	0.035428893	-207.0658333	NA	NA	3.15E+00	NA	NA	NA	NA	NA
21	0.666708571	0.020280177	-202.5690476	NA	NA	3.62E+00	NA	NA	NA	NA	NA
20	0.6698935	0.017153278	-201.139	NA	NA	3.77E+00	NA	NA	NA	NA	NA
17	0.609238235	0.022219691	-199.5782353	NA	NA	3.93E+00	NA	NA	NA	NA	NA
17	0.612201765	0.023334814	-197.1241176	NA	NA	4.19E+00	NA	NA	NA	NA	NA
21	0.679242857	0.031731641	-195.5161905	NA	NA	4.36E+00	NA	NA	NA	NA	NA
20	0.6333215	0.021338439	-194.143	NA	NA	4.50E+00	NA	NA	NA	NA	NA
19	0.579108947	0.035682812	-192.5815789	NA	NA	4.67E+00	NA	NA	NA	NA	NA
23	0.626942609	0.032645449	-190.0686957	NA	NA	4.93E+00	NA	NA	NA	NA	NA
18	0.628625	0.017036031	-188.135	NA	NA	5.13E+00	NA	NA	NA	NA	NA
18	0.61102	0.022723345	-180.23	NA	NA	5.96E+00	NA	NA	NA	NA	NA
17	0.629527059	0.010699796	-177.6123529	NA	NA	6.23E+00	NA	NA	NA	NA	NA
21	0.667590476	0.026082	-173.377619	NA	NA	6.68E+00	NA	NA	NA	NA	NA
15	0.683718	0.010900335	-169.8306667	NA	NA	7.05E+00	NA	NA	NA	NA	NA
19	0.670199474	0.026725635	-166.1684211	NA	NA	7.43E+00	NA	NA	NA	NA	NA
23	0.74611913	0.018687801	-163.1004348	NA	NA	7.75E+00	NA	NA	NA	NA	NA
21	0.705289524	0.022619756	-160.1119048	NA	NA	8.07E+00	NA	NA	NA	NA	NA
22	0.744176818	0.009330142	-156.3931818	NA	NA	8.46E+00	NA	NA	NA	NA	NA
22	0.736655455	0.01512313	-151.7554545	NA	NA	8.94E+00	NA	NA	NA	NA	NA
25	0.7174704	0.022495067	-148.718	NA	NA	9.26E+00	NA	NA	NA	NA	NA
